doc_id,doc_rel,doc_score,escore,intercept,kernel,local_pred,query_id,term_vector,top_feat
LA022790-0091,0,9.807556,1.0,9.807556,1,[9.807556],401,"[('accid', 0.0, 0.09603238920685246), ('american', 0.0, 0.19329823023068576), ('author', 0.0, 0.057609366296126625), ('carri', 0.0, 0.06522108212403958), ('center', 0.0, 0.06933269185033786), ('citi', 0.0, 0.058639505811145715), ('column', 0.0, 0.046114271709345254), ('desk', 0.0, 0.049649617886647214), ('determin', 0.0, 0.06420907875567212), ('diplomat', 0.0, 0.0889016445121524), ('edit', 0.0, 0.04756226014418656), ('embank', 0.0, 0.16301007656109565), ('februari', 0.0, 0.06638232973298923), ('foot', 0.0, 0.08937278058895987), ('foreign', 0.0, 0.05395483441443966)]",15
LA022790-0091,0,9.807556,1.2453149622615456e-11,9.807555999928185,5,[9.807556],401,"[('oberwesel', 1.350279645358395e-11, 0.2643921156794908), ('la022790', 1.034797200637137e-11, 0.17716630438649636), ('embank', 9.522033537743029e-12, 0.16301007656109565), ('rhine', 8.789961360958697e-12, 0.15047754969212454), ('polic', 8.765151389073991e-12, 0.15005282152861915), ('passeng', 5.807182726878749e-12, 0.09941504355358718), ('accid', 5.609191204818825e-12, 0.09603238920685246), ('tour', 5.46119232564132e-12, 0.09349250583054067), ('foot', 5.220601277105422e-12, 0.08937278058895987), ('diplomat', 5.193058071978867e-12, 0.0889016445121524), ('personnel', 4.9909116860842e-12, 0.08544066693668544), ('minor', 4.828820114684177e-12, 0.08266578073626586), ('februari', 3.8773499539535725e-12, 0.06638232973298923), ('foreign', 3.1517054280706745e-12, 0.05395483441443966), ('west', 6.1795866045105575e-19, 0.3264367016899173)]",15
LA022790-0091,0,9.807556,0.0010606611826583512,9.797413885585023,10,[9.79853607],401,"[('embank', 0.0014702037585496537, 0.16301007656109565), ('polic', 0.0013518039631163201, 0.15005282152861915), ('plung', 0.000985680025013663, 0.1100227789142805), ('passeng', 0.0008749075829629521, 0.09941504355358718), ('accid', 0.0008253313952250866, 0.09603238920685246), ('diplomat', 0.0007823886867007587, 0.0889016445121524), ('personnel', 0.0007706968218394334, 0.08544066693668544), ('minor', 0.0007456065274338114, 0.08266578073626586), ('suffer', 0.0006843470046304493, 0.0763024888047568), ('leav', 0.0005991571561536448, 0.06858435224990214), ('februari', 0.0005697049935528568, 0.06638232973298923), ('carri', 0.0005685101579040736, 0.06522108212403958), ('foreign', 0.00048737010019961726, 0.05395483441443966), ('west', 4.069605998020838e-05, 0.3264367016899173), ('germani', 4.5708583228536947e-07, 0.37132389869779475)]",15
LA022790-0091,0,9.807556,0.049581765431263136,8.772276214387535,20,[8.84737073],401,"[('polic', 0.12954994849031995, 0.15005282152861915), ('injuri', 0.09338885692693463, 0.09726128906157026), ('minor', 0.09196942991243005, 0.08266578073626586), ('accid', 0.0908441913373171, 0.09603238920685246), ('personnel', 0.08693430808422774, 0.08544066693668544), ('passeng', 0.08401988577744236, 0.09941504355358718), ('suffer', 0.07519499711684295, 0.0763024888047568), ('diplomat', 0.0727287016107836, 0.0889016445121524), ('foreign', 0.07067061235608942, 0.05395483441443966), ('citi', 0.06051131859648735, 0.058639505811145715), ('edit', 0.041997951247762615, 0.04756226014418656), ('world', 0.040665351725041744, 0.05190116535117064), ('column', 0.039860573034236756, 0.046114271709345254), ('germani', -0.004220124813750349, 0.37132389869779475), ('west', -0.029037973217923105, 0.3264367016899173)]",15
LA022790-0091,0,9.807556,0.13591573996434103,8.929506635592043,50,[8.54642107],401,"[('minor', 0.757752038992928, 0.08266578073626586), ('foreign', 0.4109909520427132, 0.05395483441443966), ('personnel', 0.3221348090378866, 0.08544066693668544), ('hurt', 0.3012604200201325, 0.19809770652568576), ('militari', 0.19035080120548747, 0.07027778479649895), ('embank', 0.17582674262391323, 0.16301007656109565), ('author', 0.09595543198590484, 0.057609366296126625), ('suffer', 0.09095476636528048, 0.0763024888047568), ('staff', 0.02612686017958784, 0.05873075655687726), ('diplomat', -0.017586490030706246, 0.0889016445121524), ('american', -0.1188243748903701, 0.19329823023068576), ('polic', -0.234022065264854, 0.15005282152861915), ('germani', -0.2750784637786661, 0.37132389869779475), ('youth', -0.38145646886185947, 0.29363013787905745), ('west', -1.0334208733687544, 0.3264367016899173)]",15
LA022790-0091,0,9.807556,0.17083564966873144,8.93992953242487,100,[8.42249223],401,"[('minor', 1.3213098440879842, 0.08266578073626586), ('foreign', 0.576001847645143, 0.05395483441443966), ('personnel', 0.5176164646805174, 0.08544066693668544), ('militari', 0.28808946515262857, 0.07027778479649895), ('hurt', 0.2289450056550283, 0.19809770652568576), ('embank', 0.1861215612329903, 0.16301007656109565), ('author', 0.1472476612662853, 0.057609366296126625), ('injuri', 0.13471308741481713, 0.09726128906157026), ('suffer', 0.07715362711573286, 0.0763024888047568), ('staff', -0.027925023294112946, 0.05873075655687726), ('germani', -0.216205484454039, 0.37132389869779475), ('american', -0.3319309776294395, 0.19329823023068576), ('polic', -0.532522034996157, 0.15005282152861915), ('youth', -0.6177178582103948, 0.29363013787905745), ('west', -1.2805198333039727, 0.3264367016899173)]",15
LA022790-0091,0,9.807556,0.18234818230680627,8.93739462546868,200,[8.3791483],401,"[('minor', 1.5279607285477574, 0.08266578073626586), ('foreign', 0.6312361984611035, 0.05395483441443966), ('personnel', 0.5901928931283945, 0.08544066693668544), ('militari', 0.32706872564883155, 0.07027778479649895), ('hurt', 0.19731802420447248, 0.19809770652568576), ('embank', 0.19082600349636825, 0.16301007656109565), ('author', 0.1680516916150606, 0.057609366296126625), ('injuri', 0.1389287737689169, 0.09726128906157026), ('leav', -0.03615024226325263, 0.06858435224990214), ('staff', -0.050187045613738726, 0.05873075655687726), ('germani', -0.18667667658415577, 0.37132389869779475), ('american', -0.40132713878143017, 0.19329823023068576), ('polic', -0.6332524431856383, 0.15005282152861915), ('youth', -0.6802205259497025, 0.29363013787905745), ('west', -1.3428041593621336, 0.3264367016899173)]",15
LA022790-0091,0,9.807556,0.1859224270403513,8.936127762546706,500,[8.36838133],401,"[('minor', 1.5917629530282846, 0.08266578073626586), ('foreign', 0.6479404665629993, 0.05395483441443966), ('personnel', 0.6124709930875025, 0.08544066693668544), ('militari', 0.339041605162098, 0.07027778479649895), ('embank', 0.19208349017343906, 0.16301007656109565), ('hurt', 0.18703547741792592, 0.19809770652568576), ('author', 0.17452739056686384, 0.057609366296126625), ('injuri', 0.139975983289928, 0.09726128906157026), ('leav', -0.039603775275478426, 0.06858435224990214), ('staff', -0.05736038075109668, 0.05873075655687726), ('germani', -0.17737976461008503, 0.37132389869779475), ('american', -0.42231111455741405, 0.19329823023068576), ('polic', -0.6636380031805875, 0.15005282152861915), ('youth', -0.6990131275905689, 0.29363013787905745), ('west', -1.3603383691127562, 0.3264367016899173)]",15
LA022790-0091,0,9.807556,0.18644455985697952,8.935930521537573,1000,[8.36683897],401,"[('minor', 1.6011032648413885, 0.08266578073626586), ('foreign', 0.6503806319395912, 0.05395483441443966), ('personnel', 0.6157346041931683, 0.08544066693668544), ('militari', 0.3408022201861413, 0.07027778479649895), ('embank', 0.19226722029657273, 0.16301007656109565), ('hurt', 0.18551886478430327, 0.19809770652568576), ('author', 0.175480790799686, 0.057609366296126625), ('injuri', 0.14012599599665432, 0.09726128906157026), ('leav', -0.04010818481209471, 0.06858435224990214), ('staff', -0.058420086096380996, 0.05873075655687726), ('germani', -0.17601060156318168, 0.37132389869779475), ('american', -0.42535870501524603, 0.19329823023068576), ('polic', -0.6680552072833411, 0.15005282152861915), ('youth', -0.701711415560978, 0.29363013787905745), ('west', -1.3628438453039964, 0.3264367016899173)]",15
LA022790-0091,0,9.807556,0.18661226089812533,8.935866538959663,5000,[8.36634521],401,"[('minor', 1.6041042494832425, 0.08266578073626586), ('foreign', 0.6511644048905997, 0.05395483441443966), ('personnel', 0.6167833083026886, 0.08544066693668544), ('militari', 0.34136831821509955, 0.07027778479649895), ('embank', 0.19232623373490823, 0.16301007656109565), ('hurt', 0.18503100572633266, 0.19809770652568576), ('author', 0.1757874021968652, 0.057609366296126625), ('injuri', 0.14017401938282192, 0.09726128906157026), ('leav', -0.04027018743857452, 0.06858435224990214), ('staff', -0.05876107578597864, 0.05873075655687726), ('germani', -0.17557029006172162, 0.37132389869779475), ('american', -0.4263365755051955, 0.19329823023068576), ('polic', -0.6694727536397478, 0.15005282152861915), ('youth', -0.7025755709195084, 0.29363013787905745), ('west', -1.3636456202827372, 0.3264367016899173)]",15
